TransactionDate	ProductCode	WarehouseCode	SalespersonCode	BillingCustomer	PONumber	LotNumber	AlternateUM	Quantity_Alt	Quantity_Prc	PricingUM	UnitCost	UnitPrice	Weight	TotalCost	TotalSales	TransactionType	TransactionTypeDesc	AssemblerCode
06/27/2011	   500-1-01	1	9	98				0	0		16.94	0	0	16.94	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	98				0	0		2.74	0	0	2.74	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	98				0	0		5.04	0	0	5.04	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	216				0	0		9.79	0	0	9.79	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	9	216				0	0		21.97	0	0	21.97	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	9	216				0	0		13.46	0	0	13.46	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	9	216				0	0		10.21	0	0	10.21	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	9	216				0	0		9.57	0	0	9.57	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	1	440	935330			0	0		6.74	0	0	6.74	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	1	440	935330			0	0		33.26	0	0	33.26	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	4	465				0	0		2.42	0	0	2.42	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	465				0	0		7.28	0	0	7.28	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	465				0	0		2.12	0	0	2.12	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	465				0	0		25.37	0	0	25.37	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	465				0	0		1.07	0	0	1.07	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	465				0	0		1.74	0	0	1.74	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	14	478	REPLACEMEN			0	0		25.79	0	0	25.79	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	688				0	0		13.35	0	0	13.35	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	688				0	0		8.31	0	0	8.31	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	688				0	0		9.87	0	0	9.87	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	688				0	0		5.03	0	0	5.03	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	688				0	0		3.44	0	0	3.44	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	748				0	0		5.69	0	0	5.69	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	748				0	0		14.76	0	0	14.76	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	748				0	0		5.94	0	0	5.94	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	748				0	0		3.7	0	0	3.7	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	748				0	0		1.46	0	0	1.46	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	748				0	0		8.45	0	0	8.45	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	9	893				0	0		37.76	0	0	37.76	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		10.58	0	0	10.58	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		3.02	0	0	3.02	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		2.49	0	0	2.49	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		1.03	0	0	1.03	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		1.3	0	0	1.3	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		2.89	0	0	2.89	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		1.07	0	0	1.07	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	893				0	0		4.86	0	0	4.86	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	930				0	0		40	0	0	40	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	938				0	0		8.97	0	0	8.97	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	938				0	0		16.74	0	0	16.74	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	938				0	0		13.31	0	0	13.31	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	938				0	0		0.98	0	0	0.98	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	955				0	0		2.17	0	0	2.17	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		3	0	0	3	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		4.09	0	0	4.09	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		5.36	0	0	5.36	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		3.29	0	0	3.29	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		2.87	0	0	2.87	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		2.02	0	0	2.02	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		2.14	0	0	2.14	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		2.45	0	0	2.45	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		1.68	0	0	1.68	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		3.02	0	0	3.02	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		2.13	0	0	2.13	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	955				0	0		5.78	0	0	5.78	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	4	1033				0	0		12.82	0	0	12.82	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	4	1033				0	0		19.91	0	0	19.91	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	4	1033				0	0		7.27	0	0	7.27	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	9	1822				0	0		21.95	0	0	21.95	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	1822				0	0		11.71	0	0	11.71	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	1822				0	0		6.34	0	0	6.34	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	30	2125				0	0		9.2	0	0	9.2	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	30	2125				0	0		20.63	0	0	20.63	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	30	2125				0	0		15.42	0	0	15.42	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	3	3139				0	0		4.39	0	0	4.39	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		8.88	0	0	8.88	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		4.33	0	0	4.33	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		3.88	0	0	3.88	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		3.69	0	0	3.69	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		18.62	0	0	18.62	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		7.9	0	0	7.9	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		4.24	0	0	4.24	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		2.83	0	0	2.83	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		0.29	0	0	0.29	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		4.35	0	0	4.35	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	3	3139				0	0		4.6	0	0	4.6	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3180				0	0		0.98	0	0	0.98	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		5.93	0	0	5.93	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		9.33	0	0	9.33	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		6.19	0	0	6.19	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		8.45	0	0	8.45	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		6.4	0	0	6.4	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		3.79	0	0	3.79	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		13.75	0	0	13.75	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		1.91	0	0	1.91	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		4.38	0	0	4.38	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		7.92	0	0	7.92	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		5.07	0	0	5.07	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		5.2	0	0	5.2	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		8.11	0	0	8.11	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		0.85	0	0	0.85	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	29	3180				0	0		1.74	0	0	1.74	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	3280				0	0		1.31	0	0	1.31	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		1.95	0	0	1.95	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		1.42	0	0	1.42	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		6.9	0	0	6.9	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		1.33	0	0	1.33	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		17.34	0	0	17.34	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		29.35	0	0	29.35	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		0.99	0	0	0.99	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3280				0	0		4.41	0	0	4.41	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3487				0	0		1.7	0	0	1.7	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.72	0	0	1.72	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		4.09	0	0	4.09	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		0.94	0	0	0.94	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.05	0	0	1.05	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		2.47	0	0	2.47	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		0.94	0	0	0.94	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.34	0	0	1.34	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.51	0	0	1.51	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.73	0	0	1.73	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.62	0	0	1.62	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.9	0	0	1.9	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		2.98	0	0	2.98	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		0.62	0	0	0.62	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.13	0	0	1.13	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.72	0	0	1.72	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		10.07	0	0	10.07	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.3	0	0	1.3	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		0.11	0	0	0.11	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3487				0	0		1.06	0	0	1.06	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		3.91	0	0	3.91	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		23.07	0	0	23.07	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		7.56	0	0	7.56	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		10.52	0	0	10.52	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		1.31	0	0	1.31	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		1.36	0	0	1.36	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		1.44	0	0	1.44	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3677				0	0		0.83	0	0	0.83	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	29	3691				0	0		2.12	0	0	2.12	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		4.16	0	0	4.16	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		2.78	0	0	2.78	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		4.21	0	0	4.21	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		1.39	0	0	1.39	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		5.66	0	0	5.66	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		7.19	0	0	7.19	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		3.36	0	0	3.36	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		2.47	0	0	2.47	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		3.38	0	0	3.38	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	29	3691				0	0		3.28	0	0	3.28	0	1	Charge/Cash Sale Customer Expense	9
06/27/2011	   500-1-01	1	9	3710				0	0		20.77	0	0	20.77	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	3710				0	0		274.85	0	0	274.85	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	3710				0	0		8.32	0	0	8.32	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	3710				0	0		21.06	0	0	21.06	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	7	3722				0	0		18.23	0	0	18.23	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	7	3722				0	0		7.44	0	0	7.44	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	7	3722				0	0		4.04	0	0	4.04	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	7	3722				0	0		7.08	0	0	7.08	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	7	3722				0	0		4.63	0	0	4.63	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	7	3722				0	0		8.58	0	0	8.58	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	7	3762				0	0		1.53	0	0	1.53	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	3762				0	0		48.47	0	0	48.47	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	3801				0	0		2.08	0	0	2.08	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	3801				0	0		5.27	0	0	5.27	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	3801				0	0		15.81	0	0	15.81	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	3801				0	0		13.27	0	0	13.27	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	3801				0	0		3.57	0	0	3.57	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	9	4075	1126001311			0	0		17.88	0	0	17.88	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4075	1126001311			0	0		37.66	0	0	37.66	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4075	1126001316			0	0		29.21	0	0	29.21	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4104				0	0		14.69	0	0	14.69	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4104				0	0		10.23	0	0	10.23	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4104				0	0		8.08	0	0	8.08	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4104				0	0		7	0	0	7	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4134				0	0		18.56	0	0	18.56	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4134				0	0		5.51	0	0	5.51	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4134				0	0		11.09	0	0	11.09	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4134				0	0		24.6	0	0	24.6	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	7	4134				0	0		54.06	0	0	54.06	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	4	4136				0	0		10.46	0	0	10.46	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	4136				0	0		4.13	0	0	4.13	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	4136				0	0		8.62	0	0	8.62	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	4136				0	0		6.06	0	0	6.06	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	4136				0	0		10.73	0	0	10.73	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	4	4137	CQ02165			0	0		28.82	0	0	28.82	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	4	4137	CQ02165			0	0		27.2	0	0	27.2	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	4	4137	CQ02165			0	0		20.34	0	0	20.34	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	4	4137	CQ02165			0	0		14.37	0	0	14.37	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	4	4137	CQ02165			0	0		59.27	0	0	59.27	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	4147				0	0		80.4	0	0	80.4	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	4147				0	0		8.46	0	0	8.46	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	4147				0	0		16.14	0	0	16.14	0	1	Charge/Cash Sale Customer Expense	38
06/27/2011	   500-1-01	1	9	4150				0	0		25.5	0	0	25.5	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4150				0	0		3.54	0	0	3.54	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4150				0	0		1.78	0	0	1.78	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4150				0	0		1.16	0	0	1.16	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4150				0	0		3.39	0	0	3.39	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4150				0	0		2.04	0	0	2.04	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4150				0	0		1.39	0	0	1.39	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	9	4150				0	0		1.2	0	0	1.2	0	1	Charge/Cash Sale Customer Expense	17
06/27/2011	   500-1-01	1	5	4164				0	0		40	0	0	40	0	1	Charge/Cash Sale Customer Expense	0
06/27/2011	   500-1-01	1	5	4172				0	0		21.97	0	0	21.97	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	5	4172				0	0		8.72	0	0	8.72	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   500-1-01	1	5	4172				0	0		9.31	0	0	9.31	0	1	Charge/Cash Sale Customer Expense	23
06/27/2011	   998-1-01	1	0	0	     30354		PC 	40	40	EA 	13.14	0	0	525.6	0	30	Receipts To Stock	0
06/27/2011	   998-1-01	1	0	0	     30354		PC 	7.68	7.68	EA 	19.71	0	0	151.37	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220450316	BX	1	66.2	LB	7.063	0	66.2	467.57	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220450357	BX	1	61.9	LB	7.063	0	61.9	437.2	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220450717	BX	1	61	LB	7.063	0	61	430.84	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220516695	BX	1	57.9	LB	7.063	0	57.9	408.95	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220516706	BX	1	53.9	LB	7.063	0	53.9	380.7	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220516785	BX	1	64.3	LB	7.063	0	64.3	454.15	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220516792	BX	1	62.1	LB	7.063	0	62.1	438.61	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220580231	BX	1	58.4	LB	7.063	0	58.4	412.48	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220580254	BX	1	63.2	LB	7.063	0	63.2	446.38	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220580261	BX	1	59.9	LB	7.063	0	59.9	423.07	0	30	Receipts To Stock	0
06/27/2011	  1026-1-01	1	0	0	     56280	0220580280	BX	1	65.8	LB	7.063	0	65.8	464.75	0	30	Receipts To Stock	0
