OrderNumber	OrderDate	Status	StatusDescription	CustomerCode	SalespersonCode	AssemblerCode	ShippingCode	CustomerPO	Initials	EstimatedOrder	ShipTo_Address1	ShipTo_Address2	ShipTo_City	ShipTo_Name	ShipTo_State	ShipTo_Zip	SoldTo_Address1	SoldTo_Address2	SoldTo_City	SoldTo_Name	SoldTo_State	SoldTo_Zip	TotalWeight	TotalFreightDist	InvoiceAppliedTo	InvoiceDate	SaleType	InvSubtotalTaxable	ScheduledShipDate	InvoiceSubtotal	TermsDescription	CustomerReleaseDate
589919	10/01/2010	92	Posted To General Ledger	4142	7	37	401		JS	158	40 W FULLERTON AVE		ADDISON	CICCONE FOOD PRODUCTS, INC	IL	60101	40 W FULLERTON AVE		ADDISON	CICCONE FOOD PRODUCTS, INC	IL	60101	40	0	0	10/01/2010	1	158	10/01/2010	158	COD - Check	10/01/2010
589920	10/01/2010	92	Posted To General Ledger	3280	9	37	432		DB	13904.39	5760 LEGACY DRIVE	SUITE B-1	PLANO	BOB'S STEAK & CHOP - PLANO	TX	75024	5760 LEGACY DRIVE	SUITE B-1	PLANO	BOB'S STEAK & CHOP - PLANO	TX	75024	1050.18	65	0	10/01/2010	1	13904.39	10/01/2010	13904.39	Net 21 Days	10/01/2010
589921	10/01/2010	92	Posted To General Ledger	917	29	27	101		JS	611.75	900 N. MICHIGAN AVE		CHICAGO	FRANKIE'S SCALOPPINE	IL	60611	900 N. MICHIGAN AVE		CHICAGO	FRANKIE'S SCALOPPINE	IL	60611	89.66	40	0	10/01/2010	1	611.75	10/01/2010	611.75	20th EOM	10/01/2010
589922	10/01/2010	92	Posted To General Ledger	4078	9	27	432	1801000748	DB	5551.2	dba BOB'S STEAK & CHOP HOUSE	1300 HOUSTON STREET	FORT WORTH	OMNI HOTEL FORT WORTH    	TX	76102	dba BOB'S STEAK & CHOP HOUSE	1300 HOUSTON STREET	FORT WORTH	OMNI HOTEL FORT WORTH   	TX	76102	384.59	0	0	10/01/2010	1	5551.2	10/01/2010	5551.2	Net 30 Days	10/01/2010
589923	10/01/2010	92	Posted To General Ledger	4075	9	17	30	1126000840	DB	626.49	2727 W CLUB DRIVE 	dba BOB'S STEAK & CHOP HOUSE	TUCSON	OMNI TUCSON NATIONAL RESORT	AZ	85742	dba BOB'S STEAK & CHOP HOUSE	2727 W CLUB DRIVE	TUCSON	OMNI TUCSON NATIONAL RESORT	AZ	85742	34.46	45.42	0	10/04/2010	1	626.49	10/01/2010	626.49	Net 30 Days	10/01/2010
589924	10/01/2010	92	Posted To General Ledger	2121	30	17	432		DB	0	dba - BOB'S STEAK & CHOP HOUSE	1300 HOUSTON STREET	FT. WORTH	OMNI HOTEL	TX	76102	                              		                  	SAMPLE ACCOUNT - JIM CIULLA 	  	          	6.95	0	0	10/01/2010	1	0	10/01/2010	0	UPON RECPT	10/01/2010
589925	10/01/2010	92	Posted To General Ledger	3418	24	23	365	MAUMEE CHOP HOUSE	JS	0	28001 NAPIER RD	 	WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	28001 NAPIER RD	(SAMPLE ACCT)	44	US FOOD-DETROIT/WIXOM SAMPLE  	43	44	3.5	0	0	10/04/2010	1	0	10/01/2010	0	Net 30 Days	10/01/2010
589926	10/01/2010	92	Posted To General Ledger	4150	9	37	101		JS	1251.03	300 N. LASALLE		CHICAGO	CHICAGO CUT STEAKHOUSE	IL	60654	300 N. LASALLE		CHICAGO	CHICAGO CUT STEAKHOUSE	IL	60654	52.32	40	0	10/01/2010	1	1251.03	10/01/2010	1251.03	Net 14 Days	10/01/2010
589927	10/01/2010	92	Posted To General Ledger	67	4	0	101		GR	300	745 N RUSH		CHICAGO	RALPH LAUREN	IL	60611	115 E CHICAGO		CHICAGO	RALPH LAUREN	IL	60611	100	40	0	10/01/2010	1	300	10/01/2010	300	Net 30 Days	10/01/2010
589928	10/01/2010	92	Posted To General Ledger	3671	4	37	101		GR	367.2	55 SOUTH MAIN ST		NAPERVILLE	HUGO'S FROG BAR	IL	60540	55 SOUTH MAIN ST		NAPERVILLE	HUGO'S FROG BAR - NAPERVILLE	IL	60540	83.4	40	0	10/01/2010	1	367.2	10/01/2010	367.2	Net 30 Days	10/01/2010
589929	10/01/2010	92	Posted To General Ledger	3801	4	23	101		GR	1729.67	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	257.56	40	0	10/01/2010	1	1729.67	10/01/2010	1729.67	Net 30 Days	10/01/2010
589930	10/01/2010	92	Posted To General Ledger	3243	25	27	101	8715793Y	MC	950.16	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	102.72	0	0	10/01/2010	1	948.11	10/01/2010	948.11	Net 14 Days	10/01/2010
589931	10/01/2010	92	Posted To General Ledger	4147	9	23	300		DB	1434.78	333 5TH. AVE.		SAN DIEGO	DONOVAN'S CIRCLE OF FIFTHS	CA	92101	333 5TH. AVE.		SAN DIEGO	DONOVAN'S CIRCLE OF FIFTHS	CA	92101	181.35	105	0	10/01/2010	1	1434.78	10/01/2010	1434.78	Net 30 Days	10/01/2010
589932	10/01/2010	92	Posted To General Ledger	1422	4	10	101		GR	1393.55	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE	IL	60610-4626	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE - CHGO	IL	60610-4626	151.79	40	0	10/01/2010	1	1393.55	10/01/2010	1393.55	Net 14 Days	10/01/2010
589933	10/01/2010	92	Posted To General Ledger	200	4	23	413		GR	1788.49	6538 SOUTH YOSEMITE CIRCLE		GREENWOOD VILLAGE	BROOKS STEAK HOUSE	CO	80111	6538 SOUTH YOSEMITE CIRCLE		GREENWOOD VILLAGE	BROOKS STEAK HOUSE	CO	80111	132.22	97	0	10/01/2010	1	1639.49	10/01/2010	1639.49	10th EOM	10/01/2010
589934	10/01/2010	92	Posted To General Ledger	478	14	38	28		DB	1281.06	ROUTE 110 GATE 1		E. FARMINGDALE	56TH FIGHTER GROUP	NY	11735	ROUTE 110 GATE 1		E. FARMINGDALE	56TH FIGHTER GROUP	NY	11735	162.1	0	0	10/01/2010	1	1281.06	10/01/2010	1281.06	Net 30 Days	10/01/2010
589935	10/01/2010	92	Posted To General Ledger	3365	3	10	28		MC	1260.09	1615 CRYSTAL SQUARE ARCADE		ARLINGTON	MORTON'S - ARLINGTON	VA	22202	1615 CRYSTAL SQUARE ARCADE	ATTN: DOUG ZANG	ARLINGTON	MORTON'S - ARLINGTON	VA	22202	60.86	0	0	10/01/2010	1	1260.09	10/01/2010	1260.09	Net 30 Days	10/01/2010
589936	10/01/2010	92	Posted To General Ledger	3217	20	9	3	8725233V	JS	1599.49	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	241.01	0	0	10/01/2010	1	1599.49	10/01/2010	1599.49	Net 14 Days	10/01/2010
589937	10/01/2010	92	Posted To General Ledger	3266	24	10	365	8726068L	JS	1042.87	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	200.62	0	0	10/01/2010	1	1042.87	10/01/2010	1042.87	Net 14 Days	10/01/2010
589938	10/01/2010	92	Posted To General Ledger	878	9	23	300		DB	1685.55	1810 OCEAN AVENUE		SANTA MONICA	CAPO	CA	90401	1810 OCEAN AVENUE	310/394-2278 RESTAURANT	SANTA MONICA	CAPO	CA	90401	80.6	50	0	10/01/2010	1	1685.55	10/01/2010	1685.55	Net 21 Days	10/01/2010
589939	10/01/2010	92	Posted To General Ledger	3266	24	10	365	8727868L	JS	5419.08	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	665.38	0	0	10/01/2010	1	5419.08	10/01/2010	5419.08	Net 14 Days	10/01/2010
589940	10/01/2010	92	Posted To General Ledger	1033	4	23	101		GR	125.13	DBA GIBSONS STEAKHOUSE	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD ASSOCIATES L.L.C.	IL	60018	DBA GIBSONS STEAKHOUSE 	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD	IL	60018	15.74	40	0	10/01/2010	1	125.13	10/01/2010	125.13	Net 30 Days	10/01/2010
589941	10/01/2010	92	Posted To General Ledger	1033	4	23	101		GR	316.71	DBA GIBSONS STEAKHOUSE	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD ASSOCIATES L.L.C.	IL	60018	DBA GIBSONS STEAKHOUSE 	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD	IL	60018	45.57	40	0	10/01/2010	1	316.71	10/01/2010	316.71	Net 30 Days	10/01/2010
589942	10/01/2010	92	Posted To General Ledger	3060	23	23	401	8731403K	JS	2513.07	ONE QUALITY LANE		STREATOR	US FOODSERVICE - STREATOR	IL	61364	TRADE PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - STREATOR 3K 	AZ	85038	332.84	0	0	10/01/2010	1	2513.07	10/01/2010	2513.07	Net 14 Days	10/01/2010
589943	10/01/2010	92	Posted To General Ledger	3266	24	10	365	8731918L	JS	2727.3	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	204.9	0	0	10/01/2010	1	2727.3	10/01/2010	2727.3	Net 14 Days	10/01/2010
589944	10/01/2010	92	Posted To General Ledger	938	29	37	101		DB	970.44	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	84.82	40	0	10/01/2010	1	970.44	10/01/2010	970.44	20th EOM	10/01/2010
589945	10/01/2010	92	Posted To General Ledger	3801	4	23	101		GR	457.5	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	24.4	40	0	10/01/2010	1	457.5	10/01/2010	457.5	Net 30 Days	10/01/2010
589946	10/01/2010	92	Posted To General Ledger	3451	1	0	401		SAT	100.61	2324 MOUND RD		JOLIET	KALUZNY BROS., INC.	IL	60436	2324 MOUND RD		JOLIET	KALUZNY BROS., INC.	IL	60436	4561	0	0	10/01/2010	1	0	10/01/2010	100.61	Net 14 Days	10/01/2010
589947	10/01/2010	92	Posted To General Ledger	1422	4	10	101		GR	64.7	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE	IL	60610-4626	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE - CHGO	IL	60610-4626	6.02	40	0	10/01/2010	1	64.7	10/01/2010	64.7	Net 14 Days	10/01/2010
589948	10/01/2010	92	Posted To General Ledger	4105	4	23	28		GR	4691	515 15TH ST. NW		WASHINGTON	W HOTEL WASHINGTON DC	DC	20004	515 15TH ST. NW		WASHINGTON	W HOTEL WASHINGTON DC	DC	43	237.59	0	0	10/01/2010	1	4691	10/01/2010	4691	Net 14 Days	10/01/2010
589949	10/01/2010	92	Posted To General Ledger	177	4	23	413		GR	2411.49	8100 EAST ORCHARD ROAD		GREENWOOD VILLAGE	DEL FRISCO STK HSE - DENVER	CO	80111	8100 EAST ORCHARD ROAD		GREENWOOD VILLAGE	DEL FRISCO - DENVER	CO	80111	250.76	0	0	10/01/2010	1	2370.88	10/01/2010	2370.88	Net 14 Days	10/01/2010
589950	10/01/2010	92	Posted To General Ledger	4050	4	0	240		GR	9955.74	1426-28 CHESTNUT STREET		PHILADELPHIA	DEL FRISCO'S DOUBLE EAGLE     	PA	19102	1426-28 CHESTNUT STREET		PHILADELPHIA	DEL FRISCO - PHILADELPHIA	PA	19102	782.44	0	0	10/01/2010	1	9828.69	10/01/2010	9828.69	Net 14 Days	10/01/2010
589951	10/01/2010	92	Posted To General Ledger	3993	4	23	433		GR	7739.66	5061 WESTHEIMER RD		HOUSTON	DEL FRISCO STEAK HSE - HOUSTON	TX	77056	5061 WESTHEIMER RD		HOUSTON	DEL FRISCO STEAK HSE - HOUSTON	TX	77056	696.98	0	0	10/01/2010	1	7618.31	10/01/2010	7618.31	Net 14 Days	10/01/2010
589952	10/01/2010	92	Posted To General Ledger	3670	7	27	140		DB	2343.05	915 LINCOLN ROAD		MIAMI BEACH	MEAT MARKET	FL	33139	927 LINCOLN ROAD	SUITE 208	MIAMI BEACH	MEAT MARKET	FL	33139	179.28	0	0	10/01/2010	1	2343.05	10/01/2010	2343.05	Net 30 Days	10/01/2010
589953	10/01/2010	92	Posted To General Ledger	855	4	37	432		GR	6248.31	812 MAIN STREET		FT. WORTH	DEL FRISCO STEAK HSE-FT. WORTH	TX	76102	812 MAIN STREET		FT. WORTH	DEL FRISCO STEAK HSE-FT. WORTH	TX	76102	582.26	0	0	10/01/2010	1	6152.31	10/01/2010	6152.31	Net 14 Days	10/01/2010
589954	10/01/2010	92	Posted To General Ledger	855	4	0	432		GR	109.38	812 MAIN STREET		FT. WORTH	DEL FRISCO STEAK HSE-FT. WORTH	TX	76102	812 MAIN STREET		FT. WORTH	DEL FRISCO STEAK HSE-FT. WORTH	TX	76102	12.5	0	0	10/01/2010	1	109.38	10/01/2010	109.38	Net 14 Days	10/01/2010
589955	10/01/2010	92	Posted To General Ledger	1422	4	23	101		GR	247.38	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE	IL	60610-4626	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE - CHGO	IL	60610-4626	31.92	40	0	10/01/2010	1	247.38	10/01/2010	247.38	Net 14 Days	10/01/2010
589956	10/01/2010	92	Posted To General Ledger	3274	21	37	170	8744483D	JS	227.92	W137 N9245 HIGHWAY 145	BOX 9001	MENOMONEE FALLS	US FOODSERVICE - MILWAUKEE	WI	53051	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - MILWAUKEE 3D	AZ	85038-9283	10.9	0	0	10/01/2010	1	227.92	10/01/2010	227.92	Net 14 Days	10/01/2010
589957	10/01/2010	92	Posted To General Ledger	3563	7	23	101		DB	187.92	THE PARK GRILL	11 N MICHIGAN AVE	CHICAGO	MILLENNIUM PARK JOINT VENTURE	IL	60602	THE PARK GRILL	11 N MICHIGAN AVE	CHICAGO	MILLENNIUM PARK JOINT VENTURE	IL	60602	46.4	40	0	10/01/2010	1	187.92	10/01/2010	187.92	10th EOM	10/01/2010
589958	10/01/2010	92	Posted To General Ledger	417	4	0	432		GR	12553.16	5251 SPRING VALLEY ROAD		DALLAS	DEL FRISCO STK HSE - DALLAS	TX	75240	5251 SPRING VALLEY ROAD		DALLAS	DEL FRISCO - DALLAS	TX	75240	1200.46	0	0	10/01/2010	1	12348.86	10/01/2010	12348.86	Net 14 Days	10/01/2010
589959	10/01/2010	92	Posted To General Ledger	417	4	17	30		GR	1692.09	5251 SPRING VALLEY ROAD		DALLAS	DEL FRISCO STK HSE - DALLAS	TX	75240	5251 SPRING VALLEY ROAD		DALLAS	DEL FRISCO - DALLAS	TX	75240	81.45	0	0	10/01/2010	1	1561.38	10/01/2010	1561.38	Net 14 Days	10/01/2010
589960	10/01/2010	92	Posted To General Ledger	437	7	0	101	CREDIT	SAT	-81.89	1255 SHERIDAN ROAD	   	GLENCOE	LAKE SHORE COUNTRY CLUB	IL	60022	1255 SHERIDAN RD	 	GLENCOE	LAKE SHORE COUNTRY CLUB	IL	60022	-10.3	0	589380	10/01/2010	10	-81.89	10/01/2010	-81.89	10th EOM	10/01/2010
589961	10/01/2010	92	Posted To General Ledger	177	4	0	413	CREDIT	SAT	-354.26	8100 EAST ORCHARD ROAD		GREENWOOD VILLAGE	DEL FRISCO STK HSE - DENVER	CO	80111	8100 EAST ORCHARD ROAD		GREENWOOD VILLAGE	DEL FRISCO - DENVER	CO	80111	-30.54	0	0	10/01/2010	10	-354.26	10/01/2010	-354.26	Net 14 Days	10/01/2010
589962	10/01/2010	92	Posted To General Ledger	3508	22	37	325	8648056Y	GR	1954.45	111 ALLIANT DRIVE	 	HOUSTON	US FOOD - HOUSTON 6Y	TX	77032	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - HOUSTON 6Y	AZ	85038-9283	241.88	0	0	10/01/2010	1	1954.45	10/01/2010	1954.45	Net 14 Days	10/01/2010
589963	10/01/2010	92	Posted To General Ledger	3341	22	37	28	8679334V	GR	5648.32	2255 HIGH HILL ROAD		SWEDESBORO	US FOODSERVICE - PHILADELPHIA	NJ	08085	TRADES PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - PHILADELPHIA 4V	AZ	29283	671.85	0	0	10/01/2010	1	5648.32	10/01/2010	5648.32	Net 14 Days	10/01/2010
589964	10/01/2010	92	Posted To General Ledger	3341	22	23	28	8623344V	GR	6841	2255 HIGH HILL ROAD		SWEDESBORO	US FOODSERVICE - PHILADELPHIA	NJ	08085	TRADES PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - PHILADELPHIA 4V	AZ	29283	867.79	0	0	10/01/2010	1	6841	10/01/2010	6841	Net 14 Days	10/01/2010
589965	10/01/2010	92	Posted To General Ledger	4055	22	38	28	8665142C	GR	710.34	8024 TELEGRAPH ROAD		SEVERN	USF - BALT/WASH (2C)	MD	21144	8024 TELEGRAPH ROAD		SEVERN	US FOOD - BALT/WASH 2C	MD	21144	72.74	0	0	10/01/2010	1	710.34	10/01/2010	710.34	Net 14 Days	10/01/2010
589966	10/01/2010	92	Posted To General Ledger	4055	22	38	28	8665312C	GR	3807.53	8024 TELEGRAPH ROAD		SEVERN	USF - BALT/WASH (2C)	MD	21144	8024 TELEGRAPH ROAD		SEVERN	US FOOD - BALT/WASH 2C	MD	21144	492.56	0	0	10/01/2010	1	3807.53	10/01/2010	3807.53	Net 14 Days	10/01/2010
589967	10/01/2010	92	Posted To General Ledger	3365	3	10	28		MC	10.35	1615 CRYSTAL SQUARE ARCADE		ARLINGTON	MORTON'S - ARLINGTON	VA	22202	1615 CRYSTAL SQUARE ARCADE	ATTN: DOUG ZANG	ARLINGTON	MORTON'S - ARLINGTON	VA	22202	1	0	0	10/01/2010	1	10.35	10/01/2010	10.35	Net 30 Days	10/01/2010
589968	10/01/2010	92	Posted To General Ledger	2029	22	9	413	8679846V	GR	4333.08	11955 EAST PEAKVIEW AVE		ENGLEWOOD	US FOODSERVICE - DENVER	CO	80111	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - DENVER 6V	AZ	85038-9283	529.38	0	0	10/01/2010	1	4333.08	10/01/2010	4333.08	Net 14 Days	10/01/2010
589970	10/01/2010	92	Posted To General Ledger	3832	4	37	300	831502	GR	1444.18	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	66.04	0	0	10/01/2010	1	1444.18	10/01/2010	1444.18	10th EOM	10/01/2010
589971	10/01/2010	92	Posted To General Ledger	3636	4	17	30		GR	119	700 E WOOLBRIGHT ROAD	  	BOYNTON BEACH 	PRIME CATCH 	FL	33435	900 EAST ATLANTIC AVE #12		DELRAY BEACH	PRIME CATCH	FL	33483-6954	10	81	0	10/01/2010	1	119	10/01/2010	119	Net 30 Days	10/01/2010
589972	10/01/2010	92	Posted To General Ledger	3243	25	27	101	8754423Y	JS	20299.94	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	1667.95	0	0	10/01/2010	1	20299.94	10/01/2010	20299.94	Net 14 Days	10/01/2010
589973	10/01/2010	92	Posted To General Ledger	3593	1	17	401		JS	2242.8	2021 W 18TH STREET		CHICAGO	ALEX MEATS INC.	IL	60608	5155 S SPRINGFIELD AVE		CHICAGO	ALEX MEATS INC.	IL	60632	1740	0	0	10/04/2010	1	2242.8	10/01/2010	2242.8	COD - Cash	10/01/2010
589974	10/01/2010	92	Posted To General Ledger	2072	4	10	300		GR	1322.45	3925 PARADISE ROAD		LAS VEGAS	DEL FRISCO - LAS VEGAS	NV	89109	3925 PARADISE ROAD		LAS VEGAS	DEL FRISCO-LAS VEGAS	NV	89109	51.06	0	0	11/05/2010	1	1322.45	10/01/2010	1322.45	Net 14 Days	10/01/2010
589975	10/04/2010	92	Posted To General Ledger	1033	4	23	101		JS	1634.45	DBA GIBSONS STEAKHOUSE	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD ASSOCIATES L.L.C.	IL	60018	DBA GIBSONS STEAKHOUSE 	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD	IL	60018	141.88	40	0	10/04/2010	1	1634.45	10/04/2010	1634.45	Net 30 Days	10/04/2010
589976	10/04/2010	92	Posted To General Ledger	3487	29	27	101		JS	1494.09	1250 E HIGGINS RD		SCHAUMBURG 	WILDFIRE - SCHAUMBURG	IL	60173	1250 E HIGGINS RD		SCHAUMBURG	WILDFIRE - SCHAUMBURG	IL	60173	238.26	40	0	10/04/2010	1	1494.09	10/04/2010	1494.09	20th EOM	10/04/2010
589977	10/04/2010	92	Posted To General Ledger	71	29	27	101		JS	5289.57	235 PARKWAY DR.		LINCOLNSHIRE	WILDFIRE - LINCOLN	IL	60069	235 PARKWAY DR.		LINCOLNSHIRE	WILDFIRE - LINCOLN	IL	60069	770.05	40	0	10/04/2010	1	5289.57	10/04/2010	5289.57	20th EOM	10/04/2010
589978	10/04/2010	92	Posted To General Ledger	689	9	17	101		DB	2202.68	318 NORTH STATE		CHICAGO,	SMITH & WOLLENSKY - CHGO	IL	60610	318 NORTH STATE		CHICAGO	SMITH & WOLLENSKY - CHGO	IL	60610	105.14	40	0	10/04/2010	1	2202.68	10/04/2010	2202.68	5% PROMPT PA	10/04/2010
589979	10/04/2010	92	Posted To General Ledger	57	7	17	101		DB	721.4	633 N ST. CLAIRE		CHICAGO	WYNDHAM CHICAGO HOTEL	IL	60611	COLUMBIA SUSSEX	633 N ST. CLAIRE	CHICAGO	WYNDHAM CHICAGO HOTEL	IL	60611	69.7	40	0	10/04/2010	1	721.4	10/04/2010	721.4	15th EOM	10/04/2010
589980	10/04/2010	92	Posted To General Ledger	938	29	37	101		DB	332.48	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	78.64	40	0	10/04/2010	1	332.48	10/04/2010	332.48	20th EOM	10/04/2010
589981	10/04/2010	92	Posted To General Ledger	3691	29	0	101		DB	2080.73	1300 PATRIOT BLVD		GLENVIEW 	WILDFIRE - GLENVIEW	IL	60026	1300 PATRIOT BLVD		GLENVIEW	WILDFIRE - GLENVIEW	IL	60026	271.38	40	0	10/04/2010	1	2080.73	10/04/2010	2080.73	20th EOM	10/04/2010
589982	10/04/2010	92	Posted To General Ledger	955	29	9	101		JS	3678.56	232 OAKBROOK CENTER		OAKBROOK	WILDFIRE - OAKBROOK	IL	60523	232 OAK BROOK CENTER	43	OAK BROOK	WILDFIRE - OAK BROOK	IL	60523	357.65	40	0	10/04/2010	1	3678.56	10/04/2010	3678.56	20th EOM	10/04/2010
