OrderNumber	OrderDate	Status	StatusDescription	CustomerCode	SalespersonCode	AssemblerCode	ShippingCode	CustomerPO	Initials	EstimatedOrder	ShipTo_Address1	ShipTo_Address2	ShipTo_City	ShipTo_Name	ShipTo_State	ShipTo_Zip	SoldTo_Address1	SoldTo_Address2	SoldTo_City	SoldTo_Name	SoldTo_State	SoldTo_Zip	TotalWeight	TotalFreightDist	InvoiceAppliedTo	InvoiceDate	SaleType	InvSubtotalTaxable	ScheduledShipDate	InvoiceSubtotal	TermsDescription	CustomerReleaseDate
587673	09/01/2010	92	Posted To General Ledger	3060	23	23	401	6820943K	JS	4422.17	ONE QUALITY LANE		STREATOR	US FOODSERVICE - STREATOR	IL	61364	TRADE PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - STREATOR 3K 	AZ	85038	400.04	0	0	09/01/2010	1	4422.17	09/01/2010	4422.17	Net 14 Days	09/01/2010
587674	09/01/2010	92	Posted To General Ledger	297	7	0	101		DB	1130.92	1120 CROFTON		HIGHLAND PARK	BOB O'LINK GOLF & COUNTRY CLUB	IL	60035	1120 CROFTON		HIGHLAND PARK	BOB O'LINK GOLF & COUNTRY CLUB	IL	60035	105.08	40	0	09/02/2010	1	1130.92	09/01/2010	1130.92	10th EOM	09/01/2010
587675	09/01/2010	92	Posted To General Ledger	955	29	10	101		DB	9153.43	232 OAKBROOK CENTER		OAKBROOK	WILDFIRE - OAKBROOK	IL	60523	232 OAK BROOK CENTER	43	OAK BROOK	WILDFIRE - OAK BROOK	IL	60523	1196.98	40	0	09/02/2010	1	9063.84	09/01/2010	9153.43	20th EOM	09/01/2010
587676	09/01/2010	92	Posted To General Ledger	4138	4	27	424	00160536	GR	5914.87	950 W. MESQUITE BLVD.		MESQUITE	CASA BLANCA RESORT	NV	89027	897 W MESQUITE BLVD		MESQUITE	CASA BLANCA RESORT - MAIN DOCK	NV	89027	635.54	50	0	09/02/2010	1	5914.87	09/01/2010	5914.87	Net 10 days	09/01/2010
587677	09/01/2010	92	Posted To General Ledger	3243	25	17	101	6823103Y	MC	148.93	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	39.5	0	0	09/02/2010	1	148.13	09/01/2010	148.13	Net 14 Days	09/01/2010
587678	09/01/2010	92	Posted To General Ledger	71	29	27	101		DB	9399.03	235 PARKWAY DR.		LINCOLNSHIRE	WILDFIRE - LINCOLN	IL	60069	235 PARKWAY DR.		LINCOLNSHIRE	WILDFIRE - LINCOLN	IL	60069	860.62	40	0	09/02/2010	1	9399.03	09/01/2010	9399.03	20th EOM	09/01/2010
587679	09/01/2010	92	Posted To General Ledger	3487	29	23	101		DB	4066.49	1250 E HIGGINS RD		SCHAUMBURG 	WILDFIRE - SCHAUMBURG	IL	60173	1250 E HIGGINS RD		SCHAUMBURG	WILDFIRE - SCHAUMBURG	IL	60173	397.26	40	0	09/02/2010	1	4066.49	09/01/2010	4066.49	20th EOM	09/01/2010
587680	09/01/2010	92	Posted To General Ledger	4149	4	17	30	00160434	GR	762.24	100 PIONEER BLVD.		MESQUITE	VIRGIN RIVER	NV	89027	897 W. MESQUITE BLVD.		MESQUITE	CASA BLANCA-VIRGIN RIVER	NV	89027	79	50	0	09/01/2010	1	671.5	09/01/2010	671.5	Net 10 days	09/01/2010
587681	09/01/2010	92	Posted To General Ledger	3266	24	10	365	6824418L	JS	3986.38	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	338.34	0	0	09/01/2010	1	3986.38	09/01/2010	3986.38	Net 14 Days	09/01/2010
587682	09/01/2010	92	Posted To General Ledger	3266	24	10	365	6824758L	JS	135.16	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	27.86	0	0	09/01/2010	1	135.16	09/01/2010	135.16	Net 14 Days	09/01/2010
587683	09/01/2010	92	Posted To General Ledger	4149	4	10	30		GR	651.92	100 PIONEER BLVD.		MESQUITE	VIRGIN RIVER	NV	89027	897 W. MESQUITE BLVD.		MESQUITE	CASA BLANCA-VIRGIN RIVER	NV	89027	40.5	50	0	09/01/2010	1	605.48	09/01/2010	605.48	Net 10 days	09/01/2010
587684	09/01/2010	92	Posted To General Ledger	4149	4	17	30	00160409	GR	6755.42	100 PIONEER BLVD.		MESQUITE	VIRGIN RIVER	NV	89027	897 W. MESQUITE BLVD.		MESQUITE	CASA BLANCA-VIRGIN RIVER	NV	89027	961.9	50	0	09/01/2010	1	5675.21	09/01/2010	5675.21	Net 10 days	09/01/2010
587685	09/01/2010	92	Posted To General Ledger	4014	7	0	30	CREDIT	SAT	-30.07	815 E BRADY ST		MILWAUKEE	BOSLEY ON BRADY	WI	53202	815 E BRADY ST		MILWAUKEE	BOSLEY ON BRADY	WI	53202	0	0	587431	09/01/2010	9	0	09/01/2010	0	Net 30 Days	09/01/2010
587686	09/01/2010	92	Posted To General Ledger	728	9	0	101	CREDIT	SAT	-188.89	230 S. LOMBARD		ADDISON	GOURMET EXPRESS	IL	60101	230 S. LOMBARD		ADDISON	GOURMET EXPRESS	IL	60101	-29.06	0	587139	09/01/2010	10	-188.89	09/01/2010	-188.89	Net 30 Days	09/01/2010
587687	09/01/2010	92	Posted To General Ledger	3487	29	0	101	CREDIT	SAT	-40.61	1250 E HIGGINS RD		SCHAUMBURG 	WILDFIRE - SCHAUMBURG	IL	60173	1250 E HIGGINS RD		SCHAUMBURG	WILDFIRE - SCHAUMBURG	IL	60173	-9.6	0	587424	09/01/2010	10	-40.61	09/01/2010	-40.61	20th EOM	09/01/2010
587688	09/01/2010	92	Posted To General Ledger	3691	29	0	101	CREDIT	SAT	-179.23	1300 PATRIOT BLVD		GLENVIEW 	WILDFIRE - GLENVIEW	IL	60026	1300 PATRIOT BLVD		GLENVIEW	WILDFIRE - GLENVIEW	IL	60026	-68.15	0	587425	09/01/2010	10	-179.23	09/01/2010	-179.23	20th EOM	09/01/2010
587689	09/01/2010	92	Posted To General Ledger	321	9	0	432	CREDIT	SAT	-275	1500 E. HIGHWAY 175	PO BOX 869	CRANDALL	CRANDALL COTTON GIN RESTAURANT	TX	75114	1500 E. HIGHWAY 175	PO BOX 869	CRANDALL	CRANDALL COTTON GIN RESTAURANT	TX	75114-0869	-50	0	587017	09/01/2010	9	-275	09/01/2010	-275	Net 30 Days	09/01/2010
587690	09/01/2010	92	Posted To General Ledger	2125	30	23	101		DB	0	1250 E. HIGGINS ROAD		SCHUMBURG	WILDFIRE	IL	60173	                              		                  	SAMPLE ACCOUNT - JOEY CIULLA 	  	          	10	0	0	09/02/2010	1	0	09/01/2010	0	UPON RECPT	09/01/2010
587691	09/01/2010	92	Posted To General Ledger	748	4	27	101		GR	176.16	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	22.02	40	0	09/02/2010	1	176.16	09/01/2010	176.16	Net 30 Days	09/01/2010
587692	09/01/2010	92	Posted To General Ledger	3508	22	10	30	6769166Y	GR	1212.83	111 ALLIANT DRIVE	 	HOUSTON	US FOOD - HOUSTON 6Y	TX	77032	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - HOUSTON 6Y	AZ	85038-9283	132.68	0	0	09/01/2010	1	1074.78	09/01/2010	1074.78	Net 14 Days	09/01/2010
587693	09/01/2010	92	Posted To General Ledger	507	7	17	101		DB	1616.01	521 W DIVERSEY PARKWAY		CHICAGO	THE MARKET PLACE - DIVERSEY	IL	60614	521 W DIVERSEY PARKWAY		CHICAGO	THE MARKET PLACE - DIVERSEY	IL	60614	81.86	40	0	09/02/2010	1	1616.01	09/01/2010	1616.01	Net 14 Days	09/01/2010
587694	09/01/2010	92	Posted To General Ledger	3266	24	10	365	6835698L	JS	634.37	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	67.2	0	0	09/01/2010	1	634.37	09/01/2010	634.37	Net 14 Days	09/01/2010
587695	09/01/2010	92	Posted To General Ledger	3948	4	0	100	BILL ONLY	SAT	37.28	17TH & RACE STREETS	COLUMBIA SUSSEX	PHILADELPHIA	SHERATON PHILADELPHIA CITY CTR	PA	19103	COLUMBIA SUSSEX	17TH & RACE STREETS	PHILADELPHIA	SHERATON PHILADELPHIA CITY CTR	PA	19103	0	0	0	09/01/2010	1	0	09/01/2010	0	15th EOM	09/01/2010
587696	09/01/2010	92	Posted To General Ledger	2131	30	27	401		GR	227.74	1384 SHERIDAN ROAD		HIGHLAND PARK	MIKE LANDSMAN	IL	60035	                              		                  	SAMPLE ACCOUNT - TONY CACHEY	  	          	16.06	0	0	09/01/2010	1	222.73	09/01/2010	222.73	UPON RECPT	09/01/2010
587697	09/01/2010	92	Posted To General Ledger	3274	21	27	170	6836893D	MC	1534.5	W137 N9245 HIGHWAY 145	BOX 9001	MENOMONEE FALLS	US FOODSERVICE - MILWAUKEE	WI	53051	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - MILWAUKEE 3D	AZ	85038-9283	268.16	0	0	09/01/2010	1	1534.5	09/01/2010	1534.5	Net 14 Days	09/01/2010
587698	09/01/2010	92	Posted To General Ledger	3274	21	23	170	6837063D	MC	2353.99	W137 N9245 HIGHWAY 145	BOX 9001	MENOMONEE FALLS	US FOODSERVICE - MILWAUKEE	WI	53051	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - MILWAUKEE 3D	AZ	85038-9283	178.62	0	0	09/02/2010	1	2353.99	09/01/2010	2353.99	Net 14 Days	09/01/2010
587699	09/01/2010	92	Posted To General Ledger	2131	30	23	6		GR	0	 		     	GIBSON'S CHICAGO	  	 	                              		                  	SAMPLE ACCOUNT - TONY CACHEY	  	          	2.06	0	0	09/02/2010	1	0	09/01/2010	0	UPON RECPT	09/01/2010
587700	09/01/2010	92	Posted To General Ledger	2057	4	17	30		GR	1482.95	404 S. FIGUEROA STREET		LOS ANGELES	WESTIN BONAVENTURE HOTEL	CA	90071	404 S. FIGUEROA STREET		LOS ANGELES	WESTIN BONAVENTURE HOTEL	CA	90071	59.82	0	0	09/01/2010	1	1402.75	09/01/2010	1402.75	Net 30 Days	09/01/2010
587701	09/01/2010	92	Posted To General Ledger	560	4	23	101		GR	3550	5227 DANSHER ROAD		COUNTRY SIDE	VAN LANG FOOD PRODUCTS	IL	60525	5227 DANSHER ROAD		COUNTRY SIDE	VAN-LANG FOOD PRODUCTS	IL	60525	1000	40	0	09/02/2010	1	3550	09/01/2010	3550	Net 30 Days	09/01/2010
587702	09/01/2010	92	Posted To General Ledger	2131	30	17	30		GR	0	ATTENTION CHEF CLARENCE	1221 AVENUE OF THE AMERICAS	NEW YORK 15	DEL FRISCO NEW YORK	NY	 	                              		                  	SAMPLE ACCOUNT - TONY CACHEY	  	          	3.34	19.68	0	09/01/2010	1	0	09/01/2010	0	UPON RECPT	09/01/2010
587703	09/01/2010	92	Posted To General Ledger	2001	7	10	101		DB	450	717 E. BUTTERFIELD ROAD		LOMBARD	TAYLOR BREWING COMPANY	IL	60148	717 E. BUTTERFIELD ROAD		LOMBARD	TAYLOR BREWING COMPANY	IL	60148	75.63	40	0	09/02/2010	1	450	09/01/2010	450	Net 14 Days	09/01/2010
587704	09/01/2010	92	Posted To General Ledger	228	14	0	185		DB	812.41	20902 BROOKPARK ROAD		CLEVELAND	100TH BOMB GROUP	OH	44135	20902 BROOKPARK ROAD		CLEVELAND	100TH BOMB GROUP	OH	44135	115.42	160	0	09/02/2010	1	812.41	09/01/2010	812.41	Net 30 Days	09/01/2010
587705	09/01/2010	92	Posted To General Ledger	3795	1	17	401		JS	688.43	703 W. 47TH. STREET		CHICAGO	SULLIVAN PROVISIONS INC.	IL	60609	703 W. 47TH. STREET		CHICAGO	SULLIVAN PROVISIONS INC.	IL	60609	489.54	0	0	09/02/2010	1	688.43	09/01/2010	688.43	Net 7 Days	09/01/2010
587706	09/01/2010	92	Posted To General Ledger	2125	30	23	330		DB	0	3020 PRAIRIE CENTER DRIVE	ATTN: CHEF TOM	EDEN PRAIRIE 	WILDFIRE	MN	55344	                              		                  	SAMPLE ACCOUNT - JOEY CIULLA 	  	          	1.82	0	0	09/02/2010	1	0	09/01/2010	0	UPON RECPT	09/01/2010
587707	09/01/2010	92	Posted To General Ledger	3593	1	17	401		JS	1070.4	2021 W 18TH STREET		CHICAGO	ALEX MEATS INC.	IL	60608	5155 S SPRINGFIELD AVE		CHICAGO	ALEX MEATS INC.	IL	60632	820	0	0	09/02/2010	1	1070.4	09/01/2010	1070.4	COD - Check	09/01/2010
587708	09/01/2010	92	Posted To General Ledger	1507	7	27	101		DB	1347.12	820 EDGEWOOD ROAD		HIGHLAND PARK	NORTHMOOR COUNTRY CLUB	IL	60035	820 EDGEWOOD ROAD		HIGHLAND PARK	NORTHMOOR COUNTRY CLUB	IL	60035	196.57	40	0	09/02/2010	1	1347.12	09/01/2010	1347.12	10th EOM	09/01/2010
587709	09/01/2010	92	Posted To General Ledger	3587	7	10	30		DB	3133.57	115 S. 2ND. STREET		COEUR D'ALENE 	THE COEUR D'ALENE RESORT	ID	83816-1941	P.O. BOX 7200 ATTN: SANDY		COEUR D'ALENE	THE COEUR D'ALENE RESORT	ID	83816-1941	141.45	0	0	09/01/2010	1	2964.91	09/01/2010	2964.91	Net 30 Days	09/01/2010
587710	09/01/2010	92	Posted To General Ledger	3243	25	27	101	6851283Y	MC	1438.18	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	185.56	0	0	09/01/2010	1	1434.47	09/01/2010	1434.47	Net 14 Days	09/01/2010
587711	09/01/2010	92	Posted To General Ledger	3243	25	27	101	6849963Y	MC	26514.9	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	2546.55	0	0	09/01/2010	1	26463.96	09/01/2010	26463.96	Net 14 Days	09/01/2010
587712	09/01/2010	92	Posted To General Ledger	3853	4	10	30		GR	1177.47	210 E MAIN ST		LOS GATOS	DIO-DEKA	CA	95030	210 E MAIN ST		LOS GATOS	DIO DEKA	CA	95030	49.02	0	0	09/01/2010	1	1105.65	09/01/2010	1105.65	Net 14 Days	09/01/2010
587713	09/01/2010	92	Posted To General Ledger	3853	4	17	440		GR	2968.17	210 E MAIN ST		LOS GATOS	DIO-DEKA	CA	95030	210 E MAIN ST		LOS GATOS	DIO DEKA	CA	95030	157.32	0	0	09/03/2010	1	2968.17	09/01/2010	2968.17	Net 14 Days	09/01/2010
587714	09/01/2010	92	Posted To General Ledger	3418	24	27	365	HATHAWAY HOUSE	JS	0	28001 NAPIER RD	 	WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	28001 NAPIER RD	(SAMPLE ACCT)	44	US FOOD-DETROIT/WIXOM SAMPLE  	43	44	2.34	0	0	09/02/2010	1	0	09/01/2010	0	Net 30 Days	09/01/2010
587715	09/01/2010	92	Posted To General Ledger	3930	4	23	101		GR	777.76	400 PARK BLVD		ITASCA	WESTIN CHICAGO NORTHWEST	IL	60143	COLUMBIA SUSSEX	400 PARK BLVD	ITASCA	WESTIN CHICAGO NORTHWEST	IL	60143	86.9	40	0	09/02/2010	1	777.76	09/01/2010	777.76	15th EOM	09/01/2010
587716	09/01/2010	92	Posted To General Ledger	3588	7	10	101		GR	372.62	1509 W DIVISON ST		MELROSE PARK	ABRUZZO'S ITALIAN RESTUARANT	IL	60160	1509 W DIVISON ST		MELROSE PARK	ABRUZZO'S ITALIAN RESTUARANT	IL	60160	45.48	40	0	09/02/2010	1	372.62	09/01/2010	372.62	COD - Check	09/01/2010
587717	09/01/2010	92	Posted To General Ledger	3243	25	0	101	6857283Y	JS	623.14	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	71.38	0	0	09/01/2010	1	621.72	09/01/2010	621.72	Net 14 Days	09/01/2010
587718	09/01/2010	92	Posted To General Ledger	4136	4	27	101		GR	5169.96	2105 W. SPRING ROAD		OAK BROOK	GIBSON'S - OAKBROOK	IL	60523	2105 W. SPRING ROAD		OAK BROOK	GIBSON'S - OAKBROOK	IL	60523	316.98	40	0	09/02/2010	1	5169.96	09/01/2010	5169.96	Net 30 Days	09/01/2010
587719	09/01/2010	92	Posted To General Ledger	1860	7	9	101		DB	3812.5	9421 W. HIGGINS		ROSEMONT	ROSEWOOD RESTAURANT	IL	60018	9421 W. HIGGINS		ROSEMONT	ROSEWOOD RESTAURANT	IL	60018	317.9	40	0	09/02/2010	1	3812.5	09/01/2010	3812.5	10th EOM	09/01/2010
587720	09/01/2010	92	Posted To General Ledger	3243	25	17	101	6865393Y	MC	21655.96	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	4108	0	0	09/02/2010	1	21655.96	09/01/2010	21655.96	Net 14 Days	09/01/2010
587721	09/01/2010	92	Posted To General Ledger	3451	1	0	401	BILL ONLY	SAT	5100.38	2324 MOUND RD		JOLIET	KALUZNY BROS., INC.	IL	60436	2324 MOUND RD		JOLIET	KALUZNY BROS., INC.	IL	60436	2	0	0	09/01/2010	1	5100.38	09/01/2010	5100.38	Net 14 Days	09/01/2010
587722	09/02/2010	92	Posted To General Ledger	1033	4	23	101		JS	0	DBA GIBSONS STEAKHOUSE	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD ASSOCIATES L.L.C.	IL	60018	DBA GIBSONS STEAKHOUSE 	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD	IL	60018	30	40	0	09/02/2010	1	0	09/02/2010	0	Net 30 Days	09/02/2010
587723	09/02/2010	92	Posted To General Ledger	865	4	23	101		JS	431	868 N FRANKLIN		CHICAGO	MK RESTAURANT	IL	60610	868 N FRANKLIN		CHICAGO	MK RESTAURANT	IL	60610	24.64	40	0	09/02/2010	1	431	09/02/2010	431	Net 30 Days	09/02/2010
587724	09/02/2010	92	Posted To General Ledger	723	4	10	101		JS	2310.89	INTERNATIONAL TOWER HOTEL	4000 N. O'HARE FIELD	CHICAGO	GASLIGHT CLUB O'HARE	IL	60666	INTERNATIONAL TOWER HOTEL	4000 N. O'HARE FIELD	CHICAGO	GASLIGHT CLUB O'HARE	IL	60666	144.49	40	0	09/02/2010	1	2310.89	09/02/2010	2310.89	10th EOM	09/02/2010
587725	09/02/2010	92	Posted To General Ledger	688	9	23	101		JS	767.84	1031 N. RUSH		CHICAGO	TAVERN ON RUSH	IL	60611	1031 N. RUSH		CHICAGO	TAVERN ON RUSH	IL	60611	94.44	40	0	09/02/2010	1	767.84	09/02/2010	767.84	Net 30 Days	09/02/2010
587726	09/02/2010	92	Posted To General Ledger	3982	9	17	300		JS	6465.5	570 K STREET		SAN DIEGO	DONOVAN'S STEAK & CHOP HOUSE	CA	92101	570 K STREET		SAN DIEGO	DONOVAN'S STEAK - SAN DIEGO 	CA	92101	494.31	0	0	09/03/2010	1	6465.5	09/02/2010	6465.5	Net 30 Days	09/02/2010
587727	09/02/2010	92	Posted To General Ledger	710	14	17	300		JS	2392.05	8885 BALBOA		SAN DIEGO	94TH AERO SQUADRON	CA	92123	8885 BALBOA		SAN DIEGO	94TH AERO SQUADRON-SAN DIEGO	CA	92123	316.46	50	0	09/03/2010	1	2392.05	09/02/2010	2392.05	Net 21 Days	09/02/2010
