OrderNumber	InvoiceDate	Status	StatusDescription	CustomerCode	SalespersonCode	AssemblerCode	ShippingCode	CustomerPO	Initials	EstimatedOrder	ShipTo_Address1	ShipTo_Address2	ShipTo_City	ShipTo_Name	ShipTo_State	ShipTo_Zip	SoldTo_Address1	SoldTo_Address2	SoldTo_City	SoldTo_Name	SoldTo_State	SoldTo_Zip	TotalWeight	TotalFreightDist	InvoiceAppliedTo	SaleType	InvSubtotalTaxable	ScheduledShipDate	InvoiceSubtotal	TermsDescription	CustomerReleaseDate	OrderDate
608691	06/20/2011	92	Posted To General Ledger	955	29	17	101		JS	3286.16	232 OAKBROOK CENTER		OAKBROOK	WILDFIRE - OAKBROOK	IL	60523	232 OAK BROOK CENTER	43	OAK BROOK	WILDFIRE - OAK BROOK	IL	60523	369.38	40	0	1	3286.16	06/20/2011	3286.16	20th EOM	06/20/2011	06/20/2011
608692	06/20/2011	92	Posted To General Ledger	1033	4	23	101		JS	3855.45	DBA GIBSONS STEAKHOUSE	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD ASSOCIATES L.L.C.	IL	60018	DBA GIBSONS STEAKHOUSE 	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD	IL	60018	259.66	40	0	1	3855.45	06/20/2011	3855.45	Net 30 Days	06/20/2011	06/20/2011
608693	06/20/2011	92	Posted To General Ledger	4150	9	17	101		DB	5502.41	300 N. LASALLE		CHICAGO	CHICAGO CUT STEAKHOUSE	IL	60654	300 N. LASALLE		CHICAGO	CHICAGO CUT STEAKHOUSE	IL	60654	398.98	40	0	1	5502.41	06/20/2011	5502.41	Net 14 Days	06/20/2011	06/20/2011
608694	06/20/2011	92	Posted To General Ledger	688	9	17	101		JS	4166.59	1031 N. RUSH		CHICAGO	TAVERN ON RUSH	IL	60611	1031 N. RUSH		CHICAGO	TAVERN ON RUSH	IL	60611	342.18	40	0	1	4166.59	06/20/2011	4166.59	Net 30 Days	06/20/2011	06/20/2011
608695	06/20/2011	92	Posted To General Ledger	689	9	17	101		DB	938.25	318 NORTH STATE		CHICAGO,	SMITH & WOLLENSKY - CHGO	IL	60610	318 NORTH STATE		CHICAGO	SMITH & WOLLENSKY - CHGO	43	60610	41.7	40	0	1	938.25	06/20/2011	938.25	5% PROMPT PA	06/20/2011	06/20/2011
608696	06/20/2011	92	Posted To General Ledger	938	29	17	101		DB	1807.76	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	245.39	40	0	1	1807.76	06/20/2011	1807.76	20th EOM	06/20/2011	06/20/2011
608697	06/20/2011	92	Posted To General Ledger	2024	9	9	101		JS	2427.56	437 NO. RUSH		CHICAGO	437 RUSH	IL	60611	437 NO. RUSH		CHICAGO	437 RUSH	IL	60611	156.95	40	0	1	2427.56	06/20/2011	2427.56	Net 30 Days	06/20/2011	06/20/2011
608698	06/20/2011	92	Posted To General Ledger	3691	29	9	101		DB	4666.46	1300 PATRIOT BLVD		GLENVIEW 	WILDFIRE - GLENVIEW	IL	60026	1300 PATRIOT BLVD		GLENVIEW	WILDFIRE - GLENVIEW	IL	60026	590.21	40	0	1	4666.46	06/20/2011	4666.46	20th EOM	06/20/2011	06/20/2011
608699	06/20/2011	92	Posted To General Ledger	3563	7	9	101		JS	673.4	THE PARK GRILL	11 N MICHIGAN AVE	CHICAGO	MILLENNIUM PARK JOINT VENTURE	IL	60602	THE PARK GRILL	11 N MICHIGAN AVE	CHICAGO	MILLENNIUM PARK JOINT VENTURE	IL	60602	72.8	40	0	1	673.4	06/20/2011	673.4	10th EOM	06/20/2011	06/20/2011
608700	06/20/2011	92	Posted To General Ledger	67	4	23	101		JS	680.01	745 N RUSH		CHICAGO	RALPH LAUREN	IL	60611	115 E CHICAGO		CHICAGO	RALPH LAUREN	IL	60611	128.52	40	0	1	680.01	06/20/2011	680.01	Net 30 Days	06/20/2011	06/20/2011
608701	06/20/2011	92	Posted To General Ledger	865	4	23	101		JS	861.28	868 N FRANKLIN		CHICAGO	MK RESTAURANT	IL	60610	868 N FRANKLIN		CHICAGO	MK RESTAURANT	IL	60610	49.9	40	0	1	861.28	06/20/2011	861.28	Net 30 Days	06/20/2011	06/20/2011
608702	06/20/2011	92	Posted To General Ledger	3982	9	23	300		JS	8543.08	570 K STREET		SAN DIEGO	DONOVAN'S STEAK & CHOP HOUSE	CA	92101	570 K STREET		SAN DIEGO	DONOVAN'S STEAK - SAN DIEGO 	CA	92101	610.41	0	0	1	8543.08	06/20/2011	8543.08	Net 30 Days	06/20/2011	06/20/2011
608703	06/20/2011	92	Posted To General Ledger	2032	9	9	101		DB	3719.62	536 WEST ERIE STREET		CHICAGO	THE ERIE CAFE	IL	60610	536 WEST ERIE STREET		CHICAGO	THE ERIE CAFE	IL	60610	415.6	40	0	1	3719.62	06/20/2011	3719.62	Net 14 Days	06/20/2011	06/20/2011
608704	06/20/2011	92	Posted To General Ledger	98	9	17	101		DB	3604.84	720 NO. PLANKINTON AVENUE     		MILWAUKEE	MO'S - MILWAUKEE	WI	53203	152 WEST WISCONSIN AVE	SUITE 202	MILWAUKEE	MO'S - MILWAUKEE	WI	53202	257.92	200	0	1	3604.84	06/20/2011	3604.84	Net 30 Days	06/20/2011	06/20/2011
608705	06/20/2011	92	Posted To General Ledger	3762	7	17	300		DB	5947.89	2000 E. BASTANCHURY ROAD		FULLERTON	SUMMIT HOUSE RESTAURANT	CA	92835	2000 E. BASTANCHURY ROAD		FULLERTON	SUMMIT HOUSE RESTAURANT	CA	92835	748.06	50	0	1	5947.89	06/20/2011	5947.89	Net 30 Days	06/20/2011	06/20/2011
608706	06/20/2011	92	Posted To General Ledger	3710	9	17	30		DB	256.99	3101 EAST CAMELBACK		PHOENIX	DONOVAN'S STEAK & CHOP HOUSE	AZ	85016	3101 EAST CAMELBACK		PHOENIX	DONOVAN'S STEAK - PHOENIX	AZ	85016	12.92	325	0	1	226.1	06/20/2011	226.1	Net 30 Days	06/20/2011	06/20/2011
608707	06/20/2011	92	Posted To General Ledger	3710	9	38	300		DB	9800.37	3101 EAST CAMELBACK		PHOENIX	DONOVAN'S STEAK & CHOP HOUSE	AZ	85016	3101 EAST CAMELBACK		PHOENIX	DONOVAN'S STEAK - PHOENIX	AZ	85016	743.77	325	0	1	9800.37	06/20/2011	9800.37	Net 30 Days	06/20/2011	06/20/2011
608708	06/20/2011	92	Posted To General Ledger	893	9	38	300		DB	11208.88	4340 LA JOLLA VILLAGE DRIVE		LA JOLLA	DONOVAN'S STEAK & CHOP HOUSE	CA	92122	4340 LA JOLLA VILLAGE DRIVE		LA JOLLA	DONOVAN'S STEAK - LA JOLLA  	CA	92122	883.36	65	0	1	11208.88	06/20/2011	11208.88	Net 30 Days	06/20/2011	06/20/2011
608711	06/20/2011	92	Posted To General Ledger	3988	9	17	30		DB	248.16	815 VISTA BLUFF DRIVE	-	JOHNS CREEK	JIM ELLIS	GA	30097	4360 CHAMBLEE DUNWOODY RD	SUITE 112	ATLANTA	PALMETTO FOOD SERVICE	GA	30341	14.28	0	0	1	221.34	06/20/2011	221.34	Net 30 Days	06/20/2011	06/20/2011
608712	06/20/2011	92	Posted To General Ledger	4168	29	0	101		DB	141.51	1900 E. HIGGINS RD.		SCHAUMBURG	SHAW'S	IL	60173	1900 E. HIGGINS RD.		SCHAUMBURG	TOKIO PUB	IL	60173	43.23	0	0	1	141.51	06/20/2011	141.51	20th EOM	06/20/2011	06/20/2011
608713	06/20/2011	92	Posted To General Ledger	3099	9	17	30	2228	DB	3977.31	36 BEACON DRIVE		GREENVILLE	CHOP HOUSE 47	SC	29615	36 BEACON DRIVE		GREENVILLE	CHOP HOUSE 47	SC	29615	190.4	47.28	0	1	3820.31	06/20/2011	3820.31	Net 30 Days	06/20/2011	06/20/2011
608714	06/20/2011	92	Posted To General Ledger	4075	9	17	30	1126001298	DB	1002.52	2727 W CLUB DRIVE 	dba BOB'S STEAK & CHOP HOUSE	TUCSON	OMNI TUCSON NATIONAL RESORT	AZ	85742	dba BOB'S STEAK & CHOP HOUSE	2727 W CLUB DRIVE	TUCSON	OMNI TUCSON NATIONAL RESORT	AZ	85742	47.4	78.66	0	1	1002.52	06/20/2011	1002.52	Net 30 Days	06/20/2011	06/20/2011
608715	06/20/2011	92	Posted To General Ledger	3217	20	23	3	8746563V	JS	6944.42	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	980.48	0	0	1	6944.42	06/20/2011	6944.42	Net 14 Days	06/20/2011	06/20/2011
608716	06/20/2011	92	Posted To General Ledger	3672	29	17	101		DB	305.37	159 WEST ERIE		CHICAGO	WILDFIRE	IL	60610	5419 N. SHERIDAN ROAD		CHICAGO	WILDFIRE - CORPORATE(CHGO)	IL	60640	31.44	40	0	1	305.37	06/20/2011	305.37	20th EOM	06/20/2011	06/20/2011
608717	06/20/2011	92	Posted To General Ledger	3060	23	9	401	8836963K	kg	4092.33	ONE QUALITY LANE		STREATOR	US FOODSERVICE - STREATOR	IL	61364	TRADE PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - STREATOR 3K 	az	85038	816.51	0	0	1	4092.33	06/20/2011	4092.33	Net 14 Days	06/20/2011	06/20/2011
608718	06/20/2011	92	Posted To General Ledger	3243	25	9	101	8800943Y	kg	1277.15	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	AZ	85038-9283	149.9	0	0	1	1274.15	06/20/2011	1274.15	Net 14 Days	06/20/2011	06/20/2011
608721	06/20/2011	92	Posted To General Ledger	1822	9	23	101		DB	2630.74	700 E. GRAND	 	CHICAGO	RIVA	IL	60611	C/O STEFANI MANAGEMENT SERVICE	1033 W VAN BUREN ST FL 5	CHICAGO	RIVA RESTAURANT - CHICAGO	IL	60607	211.22	40	0	1	2630.74	06/20/2011	2630.74	Net 30 Days	06/20/2011	06/20/2011
608723	06/20/2011	92	Posted To General Ledger	3671	4	0	101		GR	540.42	55 SOUTH MAIN ST		NAPERVILLE	HUGO'S FROG BAR	IL	60540	55 SOUTH MAIN ST		NAPERVILLE	HUGO'S FROG BAR - NAPERVILLE	IL	60540	78.04	40	0	1	540.42	06/20/2011	540.42	Net 30 Days	06/20/2011	06/20/2011
608724	06/20/2011	92	Posted To General Ledger	341	7	17	31		DB	921.85	1211 SOUTH PROSPECT		CHAMPAIGN	CHAMPAIGN COUNTRY CLUB	IL	61820	1211 SOUTH PROSPECT		CHAMPAIGN	CHAMPAIGN COUNTRY CLUB	IL	61820	107.53	0	0	1	894.14	06/20/2011	894.14	10th EOM	06/20/2011	06/20/2011
608725	06/20/2011	92	Posted To General Ledger	3801	4	23	101		GR	615.32	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	87.94	40	0	1	615.32	06/20/2011	615.32	Net 30 Days	06/20/2011	06/20/2011
608726	06/20/2011	92	Posted To General Ledger	4136	4	0	101		GR	498.75	2105 W. SPRING ROAD		OAK BROOK	GIBSON'S - OAKBROOK	IL	60523	2105 W. SPRING ROAD		OAK BROOK	GIBSON'S - OAKBROOK	IL	60523	58.68	40	0	1	498.75	06/20/2011	498.75	Net 30 Days	06/20/2011	06/20/2011
608727	06/20/2011	92	Posted To General Ledger	748	4	23	101		GR	7772.55	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	513.14	40	0	1	7772.55	06/20/2011	7772.55	Net 30 Days	06/20/2011	06/20/2011
608728	06/20/2011	92	Posted To General Ledger	3023	29	0	101		DB	145.54	1900 E HIGGINS ROAD		SCHAUMBURG	SHAW'S	IL	60173	1900 E HIGGINS ROAD		SCHAUMBURG	SHAW'S SCHAUMBURG	IL	60173	45.4	40	0	1	145.54	06/20/2011	145.54	20th EOM	06/20/2011	06/20/2011
608730	06/20/2011	92	Posted To General Ledger	4170	5	23	101		GR	2154.07	1720 N. MILWAUKEE AVE.		VERNON HILLS	MARIANO'S FRESH MARKET	IL	60061	PO BOX 473		MILWAUKEE	ROUNDY'S SUPERMARKETS, INC.	WI	53201	95.68	40	0	1	1523	06/20/2011	2154.07	Net 14 Days	06/20/2011	06/20/2011
608735	06/20/2011	92	Posted To General Ledger	4141	4	23	101		GR	1397.12	440 N. MORGAN		CHICAGO	NORTHWEST MEAT CO.	IL	60622	440 N. MORGAN		43	NORTHWEST MEAT CO.	IL	60622	625.9	40	0	1	1397.12	06/20/2011	1397.12	Net 14 Days	06/20/2011	06/20/2011
608736	06/20/2011	92	Posted To General Ledger	1466	3	9	363		JS	5218.42	8075 LEESBURG PIKE		VIENNA	MORTON'S - TYSON CORNER	VA	22182	8075 LEESBURG PIKE		VIENNA	MORTON'S - TYSON CORNER	VA	22182	377.2	0	0	1	5218.42	06/20/2011	5218.42	Net 30 Days	06/20/2011	06/20/2011
608738	06/20/2011	92	Posted To General Ledger	3149	3	9	363		JS	18749.25	11951 FREEDOM DRIVE		RESTON	MORTON'S- RESTON	VA	20190	11956 MARKET STREET		RESTON	MORTON'S - RESTON	VA	20190	1237.88	0	0	1	18749.25	06/20/2011	18749.25	Net 30 Days	06/20/2011	06/20/2011
608740	06/20/2011	92	Posted To General Ledger	1476	3	9	361		JS	10457.62	618 CHURCH STREET		NASHVILLE	MORTON'S OF CHICAGO-NASHVILLE	TN	37219	618 CHURCH STREET	                              	NASHVILLE	MORTON'S - NASHVILLE	TN	37219	664.56	0	0	1	10457.62	06/20/2011	10457.62	Net 30 Days	06/20/2011	06/20/2011
608741	06/20/2011	92	Posted To General Ledger	1469	3	9	361		JS	7528.34	7822 BON HOMME AVENUE		CLAYTON	MORTON'S - MISSOURI	MO	63105	7822 BON HOMME AVENUE		CLAYTON	MORTON'S - MISSOURI	MO	63105	444.3	0	0	1	7528.34	06/20/2011	7528.34	Net 30 Days	06/20/2011	06/20/2011
608742	06/20/2011	92	Posted To General Ledger	4137	4	17	423	CQ021133	GR	3364.72	200 SOUTH FRONT STREET		EAST ST. LOUIS	CASINO QUEEN, INC.	IL	62201	200 SOUTH FRONT STREET		EAST ST. LOUIS	CASINO QUEEN, INC.	IL	62201	190.86	150	0	1	3364.72	06/20/2011	3364.72	Net 30 Days	06/20/2011	06/20/2011
608744	06/20/2011	92	Posted To General Ledger	3139	3	9	361		JS	8433.51	626 WEST MAIN STREET		LOUISVILLE	MORTON'S LOUISVILLE	KY	40202	626 WEST MAIN STREET		LOUISVILLE	MORTON'S - LOUISVILLE	KY	40202	510.86	68	0	1	8433.51	06/20/2011	8433.51	Net 30 Days	06/20/2011	06/20/2011
608745	06/20/2011	92	Posted To General Ledger	3180	29	35	330		DB	6881.67	3020 PRAIRIE CENTER DRIVE		EDEN PRAIRIE	WILDFIRE - EDEN PRAIRIE       	MN	55344	3020 EDEN PRAIRIE CENTER		EDEN PRAIRIE	WILDFIRE - EDEN PRAIRIE       	MN	55344	749.57	90	0	1	6881.67	06/20/2011	6881.67	20th EOM	06/20/2011	06/20/2011
608746	06/20/2011	92	Posted To General Ledger	180	19	17	300		DB	5324	4043 HOWARD HUGHES PARKWAY		LAS VEGAS	LAWRY'S - LAS VEGAS	NV	89109	4043 HOWARD HUGHES PARKWAY		LAS VEGAS	LAWRY'S - LAS VEGAS	NV	89109	880	0	0	1	5324	06/20/2011	5324	10th EOM	06/20/2011	06/20/2011
608747	06/20/2011	92	Posted To General Ledger	3266	24	23	365	8861488L	JS	1155.27	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	203.7	0	0	1	1155.27	06/20/2011	1155.27	Net 14 Days	06/20/2011	06/20/2011
608748	06/20/2011	92	Posted To General Ledger	3266	24	9	365	8853068L	JS	2096.37	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	208.18	0	0	1	2096.37	06/20/2011	2096.37	Net 14 Days	06/20/2011	06/20/2011
608755	06/20/2011	92	Posted To General Ledger	3451	1	0	401		SAT	487.92	2324 MOUND RD		JOLIET	KALUZNY BROS., INC.	IL	60436	2324 MOUND RD		JOLIET	KALUZNY BROS., INC.	IL	60436	5175	0	0	1	0	06/20/2011	487.92	Net 14 Days	06/20/2011	06/20/2011
608760	06/20/2011	92	Posted To General Ledger	3217	20	23	3	8867073V	JS	2465.97	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	259.3	0	0	1	2465.97	06/20/2011	2465.97	Net 14 Days	06/20/2011	06/20/2011
608761	06/20/2011	92	Posted To General Ledger	3217	20	23	3	8867273V	JS	1093.99	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	59.31	0	0	1	1093.99	06/20/2011	1093.99	Net 14 Days	06/20/2011	06/20/2011
608765	06/20/2011	92	Posted To General Ledger	3217	20	23	3	8867953V	JS	4238.46	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	608.6	0	0	1	4238.46	06/20/2011	4238.46	Net 14 Days	06/20/2011	06/20/2011
608766	06/20/2011	92	Posted To General Ledger	3993	4	35	25		GR	6317.13	5061 WESTHEIMER RD		HOUSTON	DEL FRISCO STEAK HSE - HOUSTON	TX	77056	5061 WESTHEIMER RD		HOUSTON	DEL FRISCO STEAK HSE - HOUSTON	TX	77056	604.43	0	0	1	6219.03	06/20/2011	6219.03	Net 14 Days	06/20/2011	06/20/2011
608767	06/20/2011	92	Posted To General Ledger	2072	4	35	300		GR	6946.54	3925 PARADISE ROAD		LAS VEGAS	DEL FRISCO - LAS VEGAS	NV	89109	3925 PARADISE ROAD		LAS VEGAS	DEL FRISCO-LAS VEGAS	NV	89109	606.57	0	0	1	6847.99	06/20/2011	6847.99	Net 14 Days	06/20/2011	06/20/2011
608768	06/20/2011	92	Posted To General Ledger	3647	7	17	30	ROSSI'S	DB	1404.5	345 ROMANY ROAD	                              	LEXINGTON	SUGGINS BAR & GRILL	KY	40502	1060 CHINOE RD	SUITE 104	LEXINGTON	ROSSI'S	KY	40502	101.39	71.3	0	1	1404.5	06/20/2011	1404.5	Net 30 Days	06/20/2011	06/20/2011
608769	06/20/2011	92	Posted To General Ledger	3647	7	17	30	SUGGINS	DB	1289.3	345 ROMANY ROAD	                              	LEXINGTON	SUGGINS BAR & GRILL	KY	40502	1060 CHINOE RD	SUITE 104	LEXINGTON	ROSSI'S	KY	40502	132	91.46	0	1	1289.3	06/20/2011	1289.3	Net 30 Days	06/20/2011	06/20/2011
608771	06/20/2011	92	Posted To General Ledger	3832	4	35	300	848928	GR	855.82	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	35.98	0	0	1	855.82	06/20/2011	855.82	10th EOM	06/20/2011	06/20/2011
608772	06/20/2011	92	Posted To General Ledger	1860	7	23	101		DB	846.7	9421 W. HIGGINS		ROSEMONT	ROSEWOOD RESTAURANT	IL	60018	9421 W. HIGGINS		ROSEMONT	ROSEWOOD RESTAURANT	IL	60018	38.56	40	0	1	846.7	06/20/2011	846.7	10th EOM	06/20/2011	06/20/2011
608778	06/20/2011	92	Posted To General Ledger	3060	23	9	401	8877473K	kg	2905.76	ONE QUALITY LANE		STREATOR	US FOODSERVICE - STREATOR	IL	61364	TRADE PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - STREATOR 3K 	az	85038	389.94	0	0	1	2905.76	06/20/2011	2905.76	Net 14 Days	06/20/2011	06/20/2011
608781	06/20/2011	92	Posted To General Ledger	3266	24	23	365	8883748L	JS	5509.82	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	374.52	0	0	1	5509.82	06/20/2011	5509.82	Net 14 Days	06/20/2011	06/20/2011
608783	06/20/2011	92	Posted To General Ledger	3266	24	23	365	8884828L	JS	970.15	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	76.8	0	0	1	970.15	06/20/2011	970.15	Net 14 Days	06/20/2011	06/20/2011
608784	06/20/2011	92	Posted To General Ledger	3710	9	0	300	CREDIT	SAT	-148.8	3101 EAST CAMELBACK		PHOENIX	DONOVAN'S STEAK & CHOP HOUSE	AZ	85016	3101 EAST CAMELBACK		PHOENIX	DONOVAN'S STEAK - PHOENIX	AZ	85016	-12	0	608161	9	-148.8	06/20/2011	-148.8	Net 30 Days	06/20/2011	06/20/2011
608785	06/20/2011	92	Posted To General Ledger	3462	9	23	300		DB	1700	1777 GILLETTE ROAD		PONOMA	POMONA VALLEY MINING CO.	CA	91766	1777 GILLETTE ROAD		PONOMA	POMONA VALLEY MINING CO.	CA	91766	40	100	0	1	1700	06/20/2011	1700	Net 30 Days	06/20/2011	06/20/2011
608786	06/20/2011	92	Posted To General Ledger	4075	9	0	100	CREDIT	SAT	-86.8	2727 W CLUB DRIVE 	dba BOB'S STEAK & CHOP HOUSE	TUCSON	OMNI TUCSON NATIONAL RESORT	AZ	85742	dba BOB'S STEAK & CHOP HOUSE	2727 W CLUB DRIVE	TUCSON	OMNI TUCSON NATIONAL RESORT	AZ	85742	-7	0	607676	9	-86.8	06/20/2011	-86.8	Net 30 Days	06/20/2011	06/20/2011
608787	06/20/2011	92	Posted To General Ledger	3677	29	23	300		DB	8274.62	PRIME STEAK & STONE CRAB	3500 LAS VEGAS BLVD. SOUTH	LAS VEGAS	JOE'S SEAFOOD -   LAS VEGAS 	NV	89109	THE FORUM SHOPS AT CAESAR'S	3500 LAS VEGAS BLVD SOUTH#R-05	LAS VEGAS	JOE'S SEAFOOD - LAS VEGAS	NV	89109	489.68	50	0	1	8274.62	06/20/2011	8274.62	20th EOM	06/20/2011	06/20/2011
608788	06/20/2011	92	Posted To General Ledger	3243	25	0	101	CREDIT	SAT	-280.78	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	AZ	85038-9283	-51.9	0	608289	10	-279.74	06/20/2011	-279.74	Net 14 Days	06/20/2011	06/20/2011
